id,repeatProbability
67724271,0
67803905,0
67815367,0
68093886,0
68185264,0
68188965,0
68216359,0
68342007,0
68382868,0
68435096,0
68470926,0
68517155,0
68681837,0
68686456,0
68925006,0
69053255,0
69152657,0
69167658,0
69172169,0
69461393,0
69495518,0
69507993,0
69675741,0
69808860,0
69818569,0
69853336,0
69956833,0
70072294,0
70128172,0
70455180,0
70462513,0
70463479,0
70535868,0
70580005,0
70607577,0
70653096,0
70697900,0
70765113,0
70801415,0
70834566,0
70850323,0
71011594,0
71040590,0
71108488,0
71113475,0
71121618,0
71141645,0
71298343,0
71311112,0
71314426,0
71426296,0
71680347,0
71722690,0
71781057,0
71805275,0
71806613,0
71881849,0
71933039,0
71976236,0
72353384,0
72473953,0
72475898,0
72670685,0
72870265,0
72878052,0
72906560,0
72943196,0
72960368,0
72965766,0
73218933,0
73269543,0
73399387,0
73442225,0
73486214,0
73507112,0
73544854,0
73546997,0
73660439,0
73668079,0
73850140,0
73895490,0
73925987,0
73958837,0
74144834,0
74837714,0
74839067,0
74866605,0
74953910,0
75073354,0
75178587,0
75439019,0
75476003,0
75555091,0
75671702,0
75677935,0
75683708,0
75747032,0
75894770,0
76008522,0
76011413,0
76119328,0
76122242,0
76155746,0
76473957,0
76534475,0
76540066,0
76711931,0
76895949,0
76991480,0
77041700,0
77067233,0
77169013,0
77225749,0
77249144,0
77322805,0
77368715,0
77410681,0
77448402,0
77608607,0
77791443,0
77816389,0
77964334,0
78057763,0
78087333,0
78087666,0
78270379,0
78756467,0
78918675,0
78964240,0
79036770,0
79504758,0
79526178,0
79732226,0
79740809,0
79843628,0
79945060,0
79959392,0
80012927,0
80063680,0
80257192,0
80337071,0
80374352,0
80415084,0
80629938,0
80637511,0
80699999,0
80700561,0
80787894,0
80802693,0
81020106,0
81026544,0
81109637,0
81242696,0
81488812,0
81520119,0
81564970,0
81649178,0
81848970,0
81966679,0
82073757,0
82274425,0
82282315,0
82395989,0
82604535,0
82686601,0
82745965,0
82793956,0
82834562,0
82853199,0
82987540,0
83087396,0
83388725,0
83438163,0
83600209,0
83636976,0
83679506,0
83710599,0
83714852,0
83845536,0
83860729,0
83861741,0
83913150,0
83938442,0
83957992,0
84172665,0
84187287,0
84196639,0
84407335,0
84489696,0
84497385,0
84538207,0
84623847,0
84841861,0
84851927,0
84914367,0
85000486,0
85027363,0
85054075,0
85149094,0
85212757,0
85242950,0
85358490,0
85651732,0
85674257,0
85709345,0
85835304,0
85851216,0
86017761,0
86110264,0
86171654,0
86228042,0
86237887,0
86482671,0
86509830,0
86513418,0
86668977,0
86722822,0
86770843,0
86829188,0
86880128,0
86913684,0
87134722,0
87332610,0
87385264,0
87415235,0
87423533,0
87434186,0
87452255,0
87480877,0
87553372,0
87731076,0
87789095,0
87823426,0
88068513,0
88119323,0
88254015,0
88312361,0
88345121,0
88347147,0
88371978,0
88404019,0
88542039,0
88545027,0
88555468,0
88670747,0
88704495,0
88718571,0
89043016,0
89655569,0
89804101,0
90043887,0
90373362,0
90413696,0
90486190,0
90596464,0
90632957,0
90786210,0
91006979,0
91057678,0
91099035,0
91466094,0
91566164,0
91605143,0
91652959,0
91666672,0
91859572,0
91883639,0
91916020,0
92076370,0
92439029,0
92486410,0
92550110,0
92559832,0
92584515,0
92679802,0
92795637,0
92818841,0
92885051,0
93047504,0
93143520,0
93225978,0
93334672,0
93505294,0
93752475,0
93765042,0
93937606,0
94182865,0
94244413,0
94297450,0
94340788,0
94389297,0
94511459,0
94657486,0
94664056,0
94771597,0
94908846,0
94953922,0
95020704,0
95067021,0
95106087,0
95138692,0
95476141,0
95508708,0
95525203,0
95696226,0
95735718,0
95777854,0
95904403,0
96128621,0
96202663,0
96384694,0
96497792,0
96648193,0
96654400,0
96664186,0
96671064,0
96689145,0
96701568,0
96706442,0
96714351,0
96717635,0
96719338,0
96733139,0
96737059,0
96745376,0
96747417,0
96765002,0
96777532,0
96797081,0
96801183,0
96813269,0
96822789,0
96841999,0
96847578,0
96849591,0
96851427,0
96869507,0
96876793,0
96886701,0
96896138,0
96898693,0
96903234,0
96909080,0
96932290,0
96936990,0
96956247,0
96979058,0
96987489,0
96994347,0
96995125,0
97015989,0
97021154,0
97024277,0
97042855,0
97044090,0
97047872,0
97048686,0
97050374,0
97057408,0
97071696,0
97088744,0
97110346,0
97115879,0
97134926,0
97152978,0
97156185,0
97161489,0
97163127,0
97170143,0
97171012,0
97173003,0
97183099,0
97185083,0
97199571,0
97200995,0
97205885,0
97217165,0
97234559,0
97236058,0
97238000,0
97254735,0
97259256,0
97272036,0
97275026,0
97288216,0
97293322,0
97309678,0
97314402,0
97344289,0
97355506,0
97361668,0
97369817,0
97375053,0
97377953,0
97414236,0
97417735,0
97428052,0
97434636,0
97456676,0
97458230,0
97463544,0
97468082,0
97468978,0
97477490,0
97483202,0
97492209,0
97494329,0
97500419,0
97504219,0
97511731,0
97514254,0
97527218,0
97529709,0
97530106,0
97531492,0
97547735,0
97559773,0
97559954,0
97569282,0
97574099,0
97574112,0
97607323,0
97615109,0
97616883,0
97633715,0
97635958,0
97645708,0
97661544,0
97664263,0
97667024,0
97669999,0
97671336,0
97671517,0
97674711,0
97676374,0
97680900,0
97697018,0
97703003,0
97724049,0
97724346,0
97752092,0
97754530,0
97760033,0
97763155,0
97771034,0
97771975,0
97776300,0
97781522,0
97782380,0
97808254,0
97813287,0
97815056,0
97816928,0
97821898,0
97822922,0
97844342,0
97847100,0
97847896,0
97854933,0
97862736,0
97882424,0
97893633,0
97894160,0
97899362,0
97904692,0
97906639,0
97914505,0
97926301,0
97942846,0
97943037,0
97943692,0
97951308,0
97954716,0
97958316,0
97968393,0
97978256,0
97980657,0
97983179,0
97989606,0
97996906,0
97997743,0
98025458,0
98030569,0
98051462,0
98060852,0
98075520,0
98077443,0
98086092,0
98092859,0
98100465,0
98118618,0
98121949,0
98135138,0
98155617,0
98159762,0
98159910,0
98204673,0
98227591,0
98244217,0
98244461,0
98245714,0
98249538,0
98257196,0
98263666,0
98267066,0
98268228,0
98272436,0
98295387,0
98298612,0
98307972,0
98316052,0
98321188,0
98321213,0
98347851,0
98350402,0
98359039,0
98362272,0
98370563,0
98372151,0
98379842,0
98406312,0
98406472,0
98407574,0
98414021,0
98415044,0
98447827,0
98455963,0
98458406,0
98468631,0
98473568,0
98483695,0
98500526,0
98507217,0
98510066,0
98516040,0
98520810,0
98522022,0
98530139,0
98533128,0
98534156,0
98536781,0
98547889,0
98552092,0
98557338,0
98560778,0
98569529,0
98578040,0
98582942,0
98589363,0
98597873,0
98606594,0
98608545,0
98617174,0
98618636,0
98638167,0
98639978,0
98640635,0
98649430,0
98652132,0
98660877,0
98679737,0
98690808,0
98694452,0
98722965,0
98728989,0
98729054,0
98729862,0
98756088,0
98771128,0
98774578,0
98780729,0
98780961,0
98817678,0
98830172,0
98853967,0
98854790,0
98863880,0
98869701,0
98933999,0
98940045,0
98943457,0
98948556,0
98948898,0
98960875,0
98972350,0
98978953,0
98979837,0
98982042,0
98985536,0
98989354,0
99007932,0
99009821,0
99023617,0
99041364,0
99042981,0
99049371,0
99052215,0
99053222,0
99054626,0
99076683,0
99079085,0
99085266,0
99088916,0
99114273,0
99141808,0
99143581,0
99145173,0
99155175,0
99156631,0
99166968,0
99168900,0
99170002,0
99179690,0
99182385,0
99189457,0
99192640,0
99199294,0
99200219,0
99204915,0
99207087,0
99213071,0
99253356,0
99253904,0
99256986,0
99267162,0
99268492,0
99276213,0
99276258,0
99301422,0
99301445,0
99335551,0
99366105,0
99384181,0
99386122,0
99389472,0
99390699,0
99392800,0
99396196,0
99403154,0
99407558,0
99413981,0
99417437,0
99422901,0
99432960,0
99433321,0
99436808,0
99438936,0
99442536,0
99449686,0
99454490,0
99464501,0
99466928,0
99467086,0
99473788,0
99474795,0
99482362,0
99489703,0
99519547,0
99520743,0
99524114,0
99528079,0
99536703,0
99539341,0
99546209,0
99548009,0
99549749,0
99551428,0
99571910,0
99573627,0
99576143,0
99581585,0
99585314,0
99587040,0
99607609,0
99607995,0
99636526,0
99636847,0
99653842,0
99655352,0
99672908,0
99676942,0
99679784,0
99684160,0
99702838,0
99724049,0
99727041,0
99736772,0
99739279,0
99740099,0
99741118,0
99751832,0
99758333,0
99767313,0
99771734,0
99782530,0
99790924,0
99803432,0
99804794,0
99818613,0
99819933,0
99837541,0
99844671,0
99865907,0
99933343,0
99934935,0
99952257,0
99956841,0
99958058,0
99972977,0
99980160,0
99999754,0
100010021,0
100022923,0
100025687,0
100027361,0
100029473,0
100033640,0
100050424,0
100051316,0
100069605,0
100077437,0
100093033,0
100100562,0
100113511,0
100125490,0
100133594,0
100151656,0
100156512,0
100176987,0
100183752,0
100202528,0
100232207,0
100232553,0
100238616,0
100238856,0
100246099,0
100246283,0
100255803,0
100264302,0
100265234,0
100279600,0
100305541,0
100331940,0
100338169,0
100348187,0
100360298,0
100379060,0
100381617,0
100394137,0
100404560,0
100413035,0
100420503,0
100448489,0
100464951,0
100473423,0
100486048,0
100508199,0
100511883,0
100516198,0
100523725,0
100524264,0
100525728,0
100529342,0
100557971,0
100562032,0
100576901,0
100595372,0
100647865,0
100657488,0
100658315,0
100672222,0
100689474,0
100699481,0
100706559,0
100723779,0
100725594,0
100738084,0
100739478,0
100766143,0
100786577,0
100797334,0
100814010,0
100815065,0
100836070,0
100842465,0
100850633,0
100853158,0
100860082,0
100868773,0
100882991,0
100898956,0
100913917,0
100927918,0
100946927,0
100949747,0
100960684,0
100982396,0
100985252,0
100991984,0
100993146,0
101001491,0
101001592,0
101017240,0
101043601,0
101044502,0
101065687,0
101071093,0
101077951,0
101087006,0
101094370,0
101098006,0
101105423,0
101113118,0
101115984,0
101116160,0
101121358,0
101123440,0
101132517,0
101150393,0
101168052,0
101180824,0
101204713,0
101215924,0
101220416,0
101237849,0
101240412,0
101241908,0
101266464,0
101270552,0
101272647,0
101282303,0
101290235,0
101326101,0
101331659,0
101337292,0
101339408,0
101343036,0
101345262,0
101358212,0
101378634,0
101395517,0
101419717,0
101438063,0
101440427,0
101440815,0
101456871,0
101464436,0
101487364,0
101496614,0
101508826,0
101549586,0
101550617,0
101558511,0
101577889,0
101582282,0
101587213,0
101589293,0
101609789,0
101627618,0
101635578,0
101648801,0
101651545,0
101652627,0
101653098,0
101654039,0
101660322,0
101660544,0
101668516,0
101672221,0
101677586,0
101691975,0
101704135,0
101706584,0
101707217,0
101715970,0
101740992,0
101756598,0
101756611,0
101758988,0
101761330,0
101773874,0
101794201,0
101798677,0
101815285,0
101820372,0
101821899,0
101822181,0
101838706,0
101845859,0
101889453,0
101891940,0
101896787,0
101904528,0
101907639,0
101908823,0
101912752,0
101918215,0
101937937,0
101939069,0
101973349,0
101975518,0
101979599,0
101986094,0
102008947,0
102024643,0
102073974,0
102080963,0
102086654,0
102104625,0
102106651,0
102109243,0
102111931,0
102118638,0
102122919,0
102135949,0
102137619,0
102143161,0
102163145,0
102176039,0
102200621,0
102226441,0
102228632,0
102235160,0
102237616,0
102241049,0
102255429,0
102260381,0
102261025,0
102272269,0
102275950,0
102282269,0
102284919,0
102285970,0
102286709,0
102291828,0
102300802,0
102321571,0
102322170,0
102333721,0
102348543,0
102359616,0
102360942,0
102365839,0
102367971,0
102371045,0
102376860,0
102379755,0
102390929,0
102395405,0
102399453,0
102399901,0
102401567,0
102411048,0
102440108,0
102444733,0
102456856,0
102461587,0
102473691,0
102479095,0
102504667,0
102509737,0
102514533,0
102515188,0
102527491,0
102531141,0
102550810,0
102554316,0
102584762,0
102587440,0
102589838,0
102591687,0
102599996,0
102622343,0
102622586,0
102627122,0
102634100,0
102653642,0
102669253,0
102671865,0
102677484,0
102700707,0
102714946,0
102721111,0
102727003,0
102735008,0
102741756,0
102745849,0
102746994,0
102750414,0
102753162,0
102753312,0
102758388,0
102759221,0
102775726,0
102776613,0
102780068,0
102786947,0
102788589,0
102789764,0
102793000,0
102795430,0
102799018,0
102799979,0
102800722,0
102810637,0
102812674,0
102813750,0
102816441,0
102817746,0
102818755,0
102823372,0
102828337,0
102830885,0
102836388,0
102840646,0
102842903,0
102849090,0
102854153,0
102855143,0
102858379,0
102858560,0
102861658,0
102864546,0
102864810,0
102869438,0
102872274,0
102882473,0
102888096,0
102893227,0
102895493,0
102900927,0
102908074,0
102911980,0
102915870,0
102925750,0
102929282,0
102929854,0
102930551,0
102931806,0
102939371,0
102941851,0
102947222,0
102957790,0
102958655,0
102961088,0
102961601,0
102963694,0
102966586,0
102968898,0
102986134,0
102988091,0
102990034,0
102992595,0
103000607,0
103003582,0
103005136,0
103005408,0
103007387,0
103014620,0
103015314,0
103018836,0
103032136,0
103032690,0
103037360,0
103043671,0
103048600,0
103055436,0
103061589,0
103065881,0
103067058,0
103068518,0
103068790,0
103074243,0
103074552,0
103075670,0
103085830,0
103089594,0
103090481,0
103090565,0
103095521,0
103098133,0
103100650,0
103101618,0
103115404,0
103116748,0
103118966,0
103119145,0
103120283,0
103121713,0
103122875,0
103133367,0
103135918,0
103139881,0
103145245,0
103147121,0
103149842,0
103152383,0
103158476,0
103161690,0
103161963,0
103167205,0
103178304,0
103179703,0
103180976,0
103182729,0
103183752,0
103185415,0
103192126,0
103192549,0
103196356,0
103199261,0
103210771,0
103212660,0
103218800,0
103224703,0
103225729,0
103227194,0
103234832,0
103236818,0
103238569,0
103248997,0
103249375,0
103255793,0
103257661,0
103259324,0
103264143,0
103271348,0
103271414,0
103273120,0
103278563,0
103288646,0
103288988,0
103305378,0
103307819,0
103308211,0
103312863,0
103315936,0
103319818,0
103321554,0
103336074,0
103342779,0
103346710,0
103347713,0
103350869,0
103352841,0
103359707,0
103360508,0
103361125,0
103361664,0
103379301,0
103383526,0
103399546,0
103414704,0
103417048,0
103417526,0
103420324,0
103421464,0
103422674,0
103425105,0
103430075,0
103440262,0
103441759,0
103443835,0
103445550,0
103451692,0
103454359,0
103459820,0
103461095,0
103461098,0
103468010,0
103473095,0
103476165,0
103476532,0
103486992,0
103489564,0
103493452,0
103495474,0
103502990,0
103509224,0
103509470,0
103510140,0
103512931,0
103513699,0
103533708,0
103538850,0
103539519,0
103541494,0
103541676,0
103542328,0
103549894,0
103550760,0
103554251,0
103560288,0
103563607,0
103566845,0
103568297,0
103574864,0
103578365,0
103580546,0
103582976,0
103583401,0
103584228,0
103587695,0
103588109,0
103612400,0
103625482,0
103627501,0
103628032,0
103645806,0
103646573,0
103651184,0
103651676,0
103652943,0
103652987,0
103656130,0
103659063,0
103670382,0
103672286,0
103672779,0
103680586,0
103692003,0
103693010,0
103694821,0
103700399,0
103703616,0
103704418,0
103705477,0
103711007,0
103712480,0
103712901,0
103718220,0
103722961,0
103724013,0
103734953,0
103746342,0
103751250,0
103764003,0
103764218,0
103767193,0
103771965,0
103777850,0
103781001,0
103787780,0
103792119,0
103792945,0
103812601,0
103822218,0
103828843,0
103831778,0
103838756,0
103839083,0
103839557,0
103844921,0
103849933,0
103851286,0
103874280,0
103875741,0
103876742,0
103876972,0
103880935,0
103883532,0
103886967,0
103889254,0
103905633,0
103909434,0
103914665,0
103917535,0
103919876,0
103924013,0
103934323,0
103934588,0
103934799,0
103941320,0
103949882,0
103957639,0
103960356,0
103960805,0
103969293,0
103973413,0
103976727,0
103985246,0
103986659,0
103992062,0
103995617,0
103997998,0
103998129,0
104001111,0
104017133,0
104017350,0
104017613,0
104027451,0
104028396,0
104031802,0
104042256,0
104042897,0
104049875,0
104050573,0
104061879,0
104064604,0
104078344,0
104080625,0
104080982,0
104089021,0
104092243,0
104096558,0
104096619,0
104105500,0
104108559,0
104110599,0
104112760,0
104125750,0
104129331,0
104132626,0
104133567,0
104136064,0
104146665,0
104153423,0
104154224,0
104159450,0
104162861,0
104179216,0
104181479,0
104195275,0
104195534,0
104202474,0
104203403,0
104205064,0
104206319,0
104206698,0
104207164,0
104207669,0
104208593,0
104211952,0
104213813,0
104214602,0
104222376,0
104229280,0
104230121,0
104237409,0
104240491,0
104241353,0
104250087,0
104255762,0
104261955,0
104263459,0
104264160,0
104275120,0
104279880,0
104286217,0
104288116,0
104296648,0
104299661,0
104305180,0
104313387,0
104314498,0
104316115,0
104318025,0
104321220,0
104324154,0
104329897,0
104335123,0
104335833,0
104342993,0
104350952,0
104353685,0
104355884,0
104361192,0
104362861,0
104370698,0
104376546,0
104377125,0
104379554,0
104382721,0
104384387,0
104388583,0
104394419,0
104394907,0
104395640,0
104396416,0
104396462,0
104408644,0
104412607,0
104413709,0
104415039,0
104415170,0
104423683,0
104424535,0
104424764,0
104427819,0
104428719,0
104438256,0
104439074,0
104444102,0
104454354,0
104458956,0
104458974,0
104467737,0
104474239,0
104484178,0
104485275,0
104488391,0
104492215,0
104492807,0
104497908,0
104500030,0
104504305,0
104507870,0
104510075,0
104512887,0
104525196,0
104527629,0
104528938,0
104530455,0
104537731,0
104542166,0
104560220,0
104571610,0
104576347,0
104580955,0
104590969,0
104593845,0
104599980,0
104607811,0
104608112,0
104611025,0
104617413,0
104618126,0
104619158,0
104620643,0
104624564,0
104626755,0
104628502,0
104630215,0
104635284,0
104642471,0
104647415,0
104647574,0
104649068,0
104649129,0
104652304,0
104655493,0
104675976,0
104680430,0
104684726,0
104686191,0
104692295,0
104692812,0
104701895,0
104702326,0
104703689,0
104705027,0
104705501,0
104709230,0
104709426,0
104711620,0
104712916,0
104716999,0
104717263,0
104721393,0
104725260,0
104725595,0
104725640,0
104729222,0
104734773,0
104736068,0
104737545,0
104743782,0
104744727,0
104746523,0
104749508,0
104758434,0
104760658,0
104771506,0
104773324,0
104776534,0
104780124,0
104783006,0
104794743,0
104804678,0
104805653,0
104812861,0
104813853,0
104819009,0
104820735,0
104822959,0
104830063,0
104842179,0
104843982,0
104845038,0
104847063,0
104851301,0
104851754,0
104852479,0
104856766,0
104859546,0
104867694,0
104869354,0
104869527,0
104871569,0
104873230,0
104878013,0
104879385,0
104882512,0
104884173,0
104884471,0
104886189,0
104903658,0
104905983,0
104906865,0
104909266,0
104911357,0
104916365,0
104917500,0
104917931,0
104919700,0
104924107,0
104928904,0
104929473,0
104930161,0
104932813,0
104934249,0
104934451,0
104936799,0
104936907,0
104937758,0
104941453,0
104941900,0
104942221,0
104943991,0
104946968,0
104947643,0
104953759,0
104962164,0
104968091,0
104969035,0
104975011,0
104977514,0
104978682,0
104985167,0
104994677,0
104996508,0
105001781,0
105004269,0
105005166,0
105011710,0
105015638,0
105022495,0
105038633,0
105038662,0
105040429,0
105042746,0
105053698,0
105055991,0
105059241,0
105068670,0
105083429,0
105084465,0
105088223,0
105090566,0
105090816,0
105091498,0
105098763,0
105099484,0
105100039,0
105109779,0
105119462,0
105122750,0
105125008,0
105125900,0
105127915,0
105129698,0
105131075,0
105142853,0
105147745,0
105149170,0
105150926,0
105151742,0
105161555,0
105178484,0
105180204,0
105181053,0
105188052,0
105192790,0
105207785,0
105209104,0
105212246,0
105212870,0
105217374,0
105221245,0
105224777,0
105227796,0
105229249,0
105229905,0
105231829,0
105231859,0
105234392,0
105244341,0
105244659,0
105244836,0
105244839,0
105251448,0
105253454,0
105254309,0
105256592,0
105259893,0
105260492,0
105262890,0
105263683,0
105265980,0
105269008,0
105270315,0
105275903,0
105285011,0
105291478,0
105294004,0
105303478,0
105306425,0
105313810,0
105314597,0
105317218,0
105317489,0
105318972,0
105323459,0
105326562,0
105330047,0
105335725,0
105339050,0
105339624,0
105351455,0
105351673,0
105352004,0
105352466,0
105354104,0
105356269,0
105361986,0
105364716,0
105366316,0
105371231,0
105373181,0
105373551,0
105377541,0
105380601,0
105385173,0
105391784,0
105395757,0
105402395,0
105402434,0
105408634,0
105409278,0
105410297,0
105411032,0
105411553,0
105413839,0
105415235,0
105416169,0
105418988,0
105421526,0
105425095,0
105426486,0
105430122,0
105433517,0
105436831,0
105436911,0
105437780,0
105454350,0
105457509,0
105459840,0
105462071,0
105468621,0
105468661,0
105468728,0
105477766,0
105481320,0
105483977,0
105491737,0
105491891,0
105492795,0
105496310,0
105498242,0
105512872,0
105516849,0
105519857,0
105522293,0
105527996,0
105529293,0
105535743,0
105535895,0
105548393,0
105556795,0
105558573,0
105568107,0
105571280,0
105585999,0
105621485,0
105621617,0
105626700,0
105628636,0
105650784,0
105651010,0
105651976,0
105652213,0
105652546,0
105655357,0
105657289,0
105664735,0
105667251,0
105669494,0
105676442,0
105681163,0
105682139,0
105682911,0
105685773,0
105686005,0
105689497,0
105700823,0
105701941,0
105707930,0
105712949,0
105712978,0
105719057,0
105724243,0
105747818,0
105750886,0
105756908,0
105761770,0
105765153,0
105766608,0
105789683,0
105790112,0
105797486,0
105803529,0
105807978,0
105809059,0
105809610,0
105814137,0
105826378,0
105828803,0
105830233,0
105834478,0
105848274,0
105855279,0
105856910,0
105890467,0
105892285,0
105892442,0
105903197,0
105905188,0
105919840,0
105930485,0
105932689,0
105959305,0
105962577,0
105964607,0
105976547,0
105978870,0
105980567,0
105981960,0
105984108,0
105986957,0
105990304,0
105997815,0
105999374,0
106000969,0
106009636,0
106013602,0
106019094,0
106019879,0
106033735,0
106042451,0
106044879,0
106051288,0
106072480,0
106072491,0
106080110,0
106083591,0
106097137,0
106099136,0
106101797,0
106114302,0
106116128,0
106120258,0
106122486,0
106128543,0
106133957,0
106166357,0
106171854,0
106174229,0
106180503,0
106181097,0
106184328,0
106190664,0
106193085,0
106194011,0
106196870,0
106198367,0
106199634,0
106200643,0
106206151,0
106214605,0
106218126,0
106223437,0
106252296,0
106256060,0
106257171,0
106261035,0
106274244,0
106284139,0
106285638,0
106291403,0
106295753,0
106296127,0
106296708,0
106306084,0
106307690,0
106313802,0
106315538,0
106320736,0
106331994,0
106337961,0
106339791,0
106349339,0
106350872,0
106353532,0
106359815,0
106372560,0
106373122,0
106378124,0
106379626,0
106383149,0
106389272,0
106390378,0
106394503,0
106395767,0
106403283,0
106415537,0
106425395,0
106444054,0
106449983,0
106454399,0
106464289,0
106468659,0
106477622,0
106485126,0
106494948,0
106508405,0
106515658,0
106520319,0
106523081,0
106525144,0
106526970,0
106533701,0
106548011,0
106556942,0
106559131,0
106565690,0
106577073,0
106585251,0
106587721,0
106599681,0
106602474,0
106602588,0
106617634,0
106620805,0
106625098,0
106627994,0
106630534,0
106658778,0
106658949,0
106661863,0
106665746,0
106676750,0
106680997,0
106681900,0
106683787,0
106687929,0
106687969,0
106688919,0
106699181,0
106699472,0
106705734,0
106708793,0
106732979,0
106734878,0
106741837,0
106745811,0
106748338,0
106762741,0
106766187,0
106768653,0
106773798,0
106778596,0
106782946,0
106789554,0
106790457,0
106793094,0
106795373,0
106796776,0
106800914,0
106801618,0
106828914,0
106829452,0
106833033,0
106850083,0
106861762,0
106865218,0
106865235,0
106881507,0
106881983,0
106882747,0
106884617,0
106891477,0
106895276,0
106901595,0
106917927,0
106923148,0
106925172,0
106939810,0
106944049,0
106957801,0
106963834,0
106965556,0
106994132,0
106999187,0
107012204,0
107019094,0
107022385,0
107024076,0
107025468,0
107027277,0
107031711,0
107044080,0
107051702,0
107055754,0
107056413,0
107057766,0
107060244,0
107078481,0
107080833,0
107082338,0
107083628,0
107088835,0
107095151,0
107106294,0
107111388,0
107112821,0
107122532,0
107126151,0
107136323,0
107143975,0
107150174,0
107155042,0
107155938,0
107165705,0
107173230,0
107177191,0
107177614,0
107182845,0
107183817,0
107191619,0
107194474,0
107197021,0
107201906,0
107204415,0
107208362,0
107223236,0
107223778,0
107224187,0
107230468,0
107232128,0
107232954,0
107234020,0
107239168,0
107254512,0
107263806,0
107267656,0
107272065,0
107272481,0
107274252,0
107278683,0
107285969,0
107291553,0
107297086,0
107297290,0
107298061,0
107303230,0
107318229,0
107320698,0
107320856,0
107320902,0
107328386,0
107330218,0
107341221,0
107344941,0
107345069,0
107345361,0
107346543,0
107348262,0
107356026,0
107356121,0
107358042,0
107376889,0
107376945,0
107377249,0
107377982,0
107398388,0
107399577,0
107404797,0
107405334,0
107416725,0
107419622,0
107420005,0
107437168,0
107439497,0
107443961,0
107454629,0
107455232,0
107455431,0
107461613,0
107467024,0
